"name" "left" "right" "strand" "number" "genes"
"1541" "torYZ" 1954578 1958132 "reverse" 2 "torY,torZ"
"1542" "tp2" 122697 122857 "reverse" 1 "tp2"
"1543" "tpiA" 4110740 4111507 "reverse" 1 "tpiA"
"1544" "tpke70" 2496194 2496629 "reverse" 1 "tpke70"
"1545" "tpx" 1388305 1388811 "reverse" 1 "tpx"
"1546" "tqsA" 1673913 1674947 "forward" 1 "tqsA"
"1547" "treA" 1245679 1247376 "reverse" 1 "treA"
"1548" "treBC" 4463054 4466180 "reverse" 2 "treB,treC"
"1549" "treF" 3669592 3671241 "forward" 1 "treF"
"1550" "treR" 4466299 4467246 "reverse" 1 "treR"
"1551" "trg" 1492470 1494110 "forward" 1 "trg"
"1552" "trkA" 3436518 3437894 "forward" 1 "trkA"
"1553" "trkG" 1423782 1425239 "forward" 1 "trkG"
"1554" "trmA" 4162170 4163270 "reverse" 1 "trmA"
"1555" "trmI-yggL" 3101807 3102852 "reverse" 2 "trmI,yggL"
"1556" "trmJ" 2662583 2663323 "reverse" 1 "trmJ"
"1557" "trmL" 3781215 3781688 "forward" 1 "trmL"
"1558" "trpLEDCBA" 1316416 1323082 "reverse" 6 "trpL,trpE,trpD,trpC,trpB,trpA"
"1559" "trpR" 4632760 4633086 "forward" 1 "trpR"
"1560" "trpT" 3946957 3947032 "forward" 1 "trpT"
"1561" "truD" 2870255 2871304 "reverse" 1 "truD"
"1562" "trxA" 3965761 3966090 "forward" 1 "trxA"
"1563" "trxB" 931085 932050 "reverse" 1 "trxB"
"1564" "trxC" 2718735 2719154 "forward" 1 "trxC"
"1565" "tsaB-yeaY" 1889951 1891267 "reverse" 2 "tsaB,yeaY"
"1566" "tsaD" 3209530 3210543 "reverse" 1 "tsaD"
"1567" "tsgA" 3492568 3493749 "forward" 1 "tsgA"
"1568" "tsr" 4591657 4593312 "forward" 1 "tsr"
"1569" "tsx" 431129 432013 "reverse" 1 "tsx"
"1570" "ttcA" 1411013 1411948 "reverse" 1 "ttcA"
"1571" "ttdABT" 3206463 3209487 "forward" 3 "ttdA,ttdB,ttdT"
"1572" "ttdR" 3205324 3206256 "reverse" 1 "ttdR"
"1573" "tus" 1684259 1685188 "forward" 1 "tus"
"1574" "tusA" 3608751 3608996 "reverse" 1 "tusA"
"1575" "tusE" 1030339 1030668 "reverse" 1 "tusE"
"1576" "tynA" 1449076 1451349 "reverse" 1 "tynA"
"1577" "tyrB" 4267114 4268307 "forward" 1 "tyrB"
"1578" "tyrP" 1989681 1990892 "forward" 1 "tyrP"
"1579" "tyrTV-tpr" 1287087 1287622 "reverse" 3 "tyrT,tyrV,tpr"
"1580" "uacT" 3031367 3032815 "forward" 1 "uacT"
"1581" "ubiCA" 4252506 4253888 "forward" 2 "ubiC,ubiA"
"1582" "ubiD" 4024988 4026481 "forward" 1 "ubiD"
"1583" "ubiEJB" 4018855 4021866 "forward" 3 "ubiE,ubiJ,ubiB"
"1584" "ubiF" 695101 696276 "forward" 1 "ubiF"
"1585" "ubiG" 2339567 2340289 "forward" 1 "ubiG"
"1586" "ucpA" 2543832 2544623 "reverse" 1 "ucpA"
"1587" "udk-dcd" 2141634 2142948 "reverse" 2 "udk,dcd"
"1588" "udp" 4016431 4017192 "forward" 1 "udp"
"1589" "ugd" 2098447 2099613 "reverse" 1 "ugd"
"1590" "ugpBAECQ" 3587370 3592325 "reverse" 5 "ugpB,ugpA,ugpE,ugpC,ugpQ"
"1591" "uhpT" 3845776 3847167 "reverse" 1 "uhpT"
"1592" "uidABC" 1691586 1696071 "reverse" 3 "uidA,uidB,uidC"
"1593" "uidR" 1696462 1697052 "reverse" 1 "uidR"
"1594" "ulaABCDEF" 4419980 4424386 "forward" 6 "ulaA,ulaB,ulaC,ulaD,ulaE,ulaF"
"1595" "ulaG" 4418561 4419625 "reverse" 1 "ulaG"
"1596" "ulaR" 4417698 4418453 "reverse" 1 "ulaR"
"1597" "umpG-pcm" 2868893 2870274 "reverse" 2 "umpG,pcm"
"1598" "umuDC" 1230767 1232454 "forward" 2 "umuD,umuC"
"1599" "ung" 2716754 2717443 "forward" 1 "ung"
"1600" "upp-uraA" 2618871 2620872 "reverse" 2 "upp,uraA"
"1601" "ushA" 504914 506566 "forward" 1 "ushA"
"1602" "uspA" 3640111 3640545 "forward" 1 "uspA"
"1603" "uspB" 3639385 3639720 "reverse" 1 "uspB"
"1604" "uspC" 1979753 1980181 "forward" 1 "uspC"
"1605" "uspE" 1397672 1398622 "reverse" 1 "uspE"
"1606" "uspF" 1435185 1435619 "reverse" 1 "uspF"
"1607" "uspG" 641439 641867 "reverse" 1 "uspG"
"1608" "uvrA" 4271049 4273871 "reverse" 1 "uvrA"
"1609" "uvrB" 813526 815547 "forward" 1 "uvrB"
"1610" "uvrD" 3997983 4000145 "forward" 1 "uvrD"
"1611" "uvrYC" 1992874 1995359 "reverse" 2 "uvrY,uvrC"
"1612" "uxaB" 1609229 1610680 "reverse" 1 "uxaB"
"1613" "uxaCA" 3241827 3244741 "reverse" 2 "uxaC,uxaA"
"1614" "uxuAB" 4551636 4554361 "forward" 2 "uxuA,uxuB"
"1615" "uxuR" 4554576 4555349 "forward" 1 "uxuR"
"1616" "valUXY-lysV" 2520931 2521328 "forward" 4 "valU,valX,valY,lysV"
"1617" "valVW" 1746435 1746592 "forward" 2 "valV,valW"
"1618" "valZ-lysY" 781068 781222 "forward" 2 "valZ,lysY"
"1619" "ves" 1824362 1824937 "reverse" 1 "ves"
"1620" "waaA-coaD" 3808540 3810304 "forward" 2 "waaA,coaD"
"1621" "waaH" 3789047 3790081 "reverse" 1 "waaH"
"1622" "waaQGPSBOJYZU" 3798239 3808098 "reverse" 10 "waaQ,waaG,waaP,waaS,waaB,waaO,waaJ,waaY,waaZ,waaU"
"1623" "wbbIJK" 2103391 2106057 "reverse" 3 "wbbI,wbbJ,wbbK"
"1624" "wbbL_2" 2101396 2101677 "reverse" 1 "wbbL_2"
"1625" "wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC" 2118680 2132070 "reverse" 12 "wcaC,wcaD,wcaE,wcaF,gmd,fcl,gmm,wcaI,cpsB,cpsG,wcaJ,wzxC"
"1626" "wcaKLM" 2114502 2118404 "reverse" 3 "wcaK,wcaL,wcaM"
"1627" "wecH" 3725887 3726882 "forward" 1 "wecH"
"1628" "wrbA-yccJ" 1066864 1067708 "reverse" 2 "wrbA,yccJ"
"1629" "wza-wzb-wzc-wcaAB" 2132067 2137243 "reverse" 5 "wza,wzb,wzc,wcaA,wcaB"
"1630" "wzzB" 2097321 2098301 "reverse" 1 "wzzB"
"1631" "xanP" 3828945 3830336 "forward" 1 "xanP"
"1632" "xanQ-guaD-ghxQ" 3024351 3028488 "forward" 3 "xanQ,guaD,ghxQ"
"1633" "xapAB" 2522729 2524878 "reverse" 2 "xapA,xapB"
"1634" "xapR" 2521593 2522477 "reverse" 1 "xapR"
"1635" "xdhABC" 3000345 3003968 "forward" 3 "xdhA,xdhB,xdhC"
"1636" "xerD-dsbC-recJ-prfB-lysS" 3033657 3039743 "reverse" 5 "xerD,dsbC,recJ,prfB,lysS"
"1637" "xseA" 2634232 2635602 "forward" 1 "xseA"
"1638" "xseB-ispA-dxs-yajO" 437161 441343 "reverse" 4 "xseB,ispA,dxs,yajO"
"1639" "xthA" 1832428 1833234 "forward" 1 "xthA"
"1640" "xylAB" 3727917 3730765 "reverse" 2 "xylA,xylB"
"1641" "xylE" 4240779 4242254 "reverse" 1 "xylE"
"1642" "xylFGHR" 3731131 3736157 "forward" 4 "xylF,xylG,xylH,xylR"
"1643" "yaaA" 5683 6459 "reverse" 1 "yaaA"
"1644" "yaaI" 11382 11786 "reverse" 1 "yaaI"
"1645" "yaaJ" 6529 7959 "reverse" 1 "yaaJ"
"1646" "yaaU" 45807 47138 "forward" 1 "yaaU"
"1647" "yaaW" 10643 11356 "reverse" 1 "yaaW"
"1648" "yaaX" 5234 5530 "forward" 1 "yaaX"
"1649" "yabI" 71351 72115 "forward" 1 "yabI"
"1650" "yabPQ" 58474 59279 "forward" 2 "yabP,yabQ"
"1651" "yacC-speED" 134788 136917 "reverse" 3 "yacC,speE,speD"
"1652" "yacH" 129407 131260 "reverse" 1 "yacH"
"1653" "yacL" 134388 134750 "forward" 1 "yacL"
"1654" "yadD" 146968 147870 "forward" 1 "yadD"
"1655" "yadE" 145081 146310 "forward" 1 "yadE"
"1656" "yadGH" 142779 144472 "forward" 2 "yadG,yadH"
"1657" "yadI" 144577 145017 "forward" 1 "yadI"
"1658" "yadMLKC" 149715 152812 "reverse" 4 "yadM,yadL,yadK,yadC"
"1659" "yadN" 156299 156883 "reverse" 1 "yadN"
"1660" "yadV-htrE" 152829 156201 "reverse" 2 "yadV,htrE"
"1661" "yaeF" 216179 217003 "reverse" 1 "yaeF"
"1662" "yaeH" 183709 184095 "reverse" 1 "yaeH"
"1663" "yaeI" 184257 185069 "reverse" 1 "yaeI"
"1664" "yaeP-rof" 213678 214125 "reverse" 2 "yaeP,rof"
"1665" "yaeQ-arfB-nlpE" 214291 215979 "forward" 3 "yaeQ,arfB,nlpE"
"1666" "yaeR" 211877 212266 "forward" 1 "yaeR"
"1667" "yafC" 229967 230881 "reverse" 1 "yafC"
"1668" "yafDE" 231122 232549 "forward" 2 "yafD,yafE"
"1669" "yafF" 239190 239378 "forward" 1 "yafF"
"1670" "yafJ" 244327 245094 "forward" 1 "yafJ"
"1671" "yafK" 245065 245805 "reverse" 1 "yafK"
"1672" "yafL" 246712 247461 "forward" 1 "yafL"
"1673" "yafS" 234816 235538 "forward" 1 "yafS"
"1674" "yafT" 237335 238120 "forward" 1 "yafT"
"1675" "yafU" 238746 239084 "reverse" 1 "yafU"
"1676" "yafV" 239419 240189 "reverse" 1 "yafV"
"1677" "yafY-ykfBF-yafX-ykfGH-yafW-ykfI" 263328 266553 "reverse" 8 "yafY,ykfB,ykfF,yafX,ykfG,ykfH,yafW,ykfI"
"1678" "yagAB-ykgN" 280024 281983 "reverse" 3 "yagA,yagB,ykgN"
"1679" "yagEF" 282278 285168 "forward" 2 "yagE,yagF"
"1680" "yagGH" 285395 288399 "forward" 2 "yagG,yagH"
"1681" "yagI" 288404 289162 "reverse" 1 "yagI"
"1682" "yagJ" 291500 292231 "forward" 1 "yagJ"
"1683" "yagK" 292322 292948 "reverse" 1 "yagK"
"1684" "yagML" 293220 294799 "reverse" 2 "yagM,yagL"
"1685" "yagN" 295139 295579 "reverse" 1 "yagN"
"1686" "yagP" 297381 297791 "reverse" 1 "yagP"
"1687" "yagU" 302991 303605 "forward" 1 "yagU"
"1688" "yahB" 333501 334433 "reverse" 1 "yahB"
"1689" "yahC" 334525 335022 "reverse" 1 "yahC"
"1690" "yahDEFG" 335280 339743 "forward" 4 "yahD,yahE,yahF,yahG"
"1691" "yahH" 339793 340089 "forward" 1 "yahH"
"1692" "yahIJ" 340165 342507 "forward" 2 "yahI,yahJ"
"1693" "yahK" 342884 343933 "forward" 1 "yahK"
"1694" "yahL" 344176 344991 "forward" 1 "yahL"
"1695" "yahM" 345404 345649 "forward" 1 "yahM"
"1696" "yahN" 345666 346337 "reverse" 1 "yahN"
"1697" "yahO" 346484 346759 "forward" 1 "yahO"
"1698" "yaiE" 408177 408461 "forward" 1 "yaiE"
"1699" "yaiF" 382504 382890 "reverse" 1 "yaiF"
"1700" "yaiI" 405764 406222 "forward" 1 "yaiI"
"1701" "yaiL" 376772 377311 "forward" 1 "yaiL"
"1702" "yaiP" 382739 383935 "reverse" 1 "yaiP"
"1703" "yaiS" 384059 384616 "reverse" 1 "yaiS"
"1704" "yaiT" 390251 391711 "forward" 1 "yaiT"
"1705" "yaiU" 393015 394418 "forward" 1 "yaiU"
"1706" "yaiV" 394506 395129 "forward" 1 "yaiV"
"1707" "yaiXO" 380069 381059 "reverse" 2 "yaiX,yaiO"
"1708" "yaiY" 399025 399333 "reverse" 1 "yaiY"
"1709" "yaiZ" 399593 399805 "forward" 1 "yaiZ"
"1710" "yajD" 430605 430952 "forward" 1 "yajD"
"1711" "yajG-ampG" 452070 454167 "reverse" 2 "yajG,ampG"
"1712" "yajI" 432312 432851 "reverse" 1 "yajI"
"1713" "yajQ" 444683 445174 "forward" 1 "yajQ"
"1714" "yajR" 445302 446666 "reverse" 1 "yajR"
"1715" "ybaA" 476672 477025 "forward" 1 "ybaA"
"1716" "ybaB-recR" 494076 495010 "forward" 2 "ybaB,recR"
"1717" "ybaE" 465612 467312 "reverse" 1 "ybaE"
"1718" "ybaK" 506603 507082 "reverse" 1 "ybaK"
"1719" "ybaL" 501562 503238 "reverse" 1 "ybaL"
"1720" "ybaN" 490882 491259 "forward" 1 "ybaN"
"1721" "ybaP" 507286 508080 "reverse" 1 "ybaP"
"1722" "ybaQ" 508218 508559 "forward" 1 "ybaQ"
"1723" "ybaST" 511641 513868 "forward" 2 "ybaS,ybaT"
"1724" "ybaV" 463937 464308 "forward" 1 "ybaV"
"1725" "ybaY" 475379 475951 "forward" 1 "ybaY"
"1726" "ybbAP" 519733 522830 "forward" 2 "ybbA,ybbP"
"1727" "ybbB" 530132 531226 "reverse" 1 "ybbB"
"1728" "ybbN" 517425 518279 "reverse" 1 "ybbN"
"1729" "ybcC" 566098 566361 "reverse" 1 "ybcC"
"1730" "ybcD" 566451 566687 "forward" 1 "ybcD"
"1731" "ybcH" 587091 587981 "reverse" 1 "ybcH"
"1732" "ybcI" 556032 556553 "reverse" 1 "ybcI"
"1733" "ybcK" 568902 570428 "forward" 1 "ybcK"
"1734" "ybcLM" 570893 572251 "forward" 2 "ybcL,ybcM"
"1735" "ybcN-ninE-ybcO-rusA-ylcG" 572466 573870 "forward" 5 "ybcN,ninE,ybcO,rusA,ylcG"
"1736" "ybcQ" 573956 574339 "forward" 1 "ybcQ"
"1737" "ybcV" 579184 579594 "reverse" 1 "ybcV"
"1738" "ybcW" 579880 580086 "forward" 1 "ybcW"
"1739" "ybcY" 582152 582736 "reverse" 1 "ybcY"
"1740" "ybdD" 632182 632379 "forward" 1 "ybdD"
"1741" "ybdF" 605518 605886 "reverse" 1 "ybdF"
"1742" "ybdG" 603416 604663 "reverse" 1 "ybdG"
"1743" "ybdH" 632389 633477 "reverse" 1 "ybdH"
"1744" "ybdJ" 605951 606199 "reverse" 1 "ybdJ"
"1745" "ybdK" 606265 607383 "reverse" 1 "ybdK"
"1746" "ybdL" 633586 634746 "forward" 1 "ybdL"
"1747" "ybdM" 634747 635376 "reverse" 1 "ybdM"
"1748" "ybdN" 635349 636569 "reverse" 1 "ybdN"
"1749" "ybdO" 636716 637618 "reverse" 1 "ybdO"
"1750" "ybdR" 642088 643326 "forward" 1 "ybdR"
"1751" "ybeD-lipB" 661637 662642 "reverse" 2 "ybeD,lipB"
"1752" "ybeF" 660425 661378 "reverse" 1 "ybeF"
"1753" "ybeL" 675018 675500 "forward" 1 "ybeL"
"1754" "ybeM_1M_2" 658031 658818 "forward" 2 "ybeM_1,ybeM_2"
"1755" "ybeQ" 675570 676547 "reverse" 1 "ybeQ"
"1756" "ybeR-djlB" 676711 678842 "forward" 2 "ybeR,djlB"
"1757" "ybeT" 678852 679406 "reverse" 1 "ybeT"
"1758" "ybeU-djlC" 679508 681663 "forward" 2 "ybeU,djlC"
"1759" "ybeZYX-lnt" 689343 693378 "reverse" 4 "ybeZ,ybeY,ybeX,lnt"
"1760" "ybfA" 729134 729340 "forward" 1 "ybfA"
"1761" "ybfD" 738092 738853 "forward" 1 "ybfD"
"1762" "ybfE" 711605 711898 "reverse" 1 "ybfE"
"1763" "ybfF" 712038 712802 "reverse" 1 "ybfF"
"1764" "ybfHG" 715947 716597 "reverse" 2 "ybfH,ybfG"
"1765" "ybfL" 736900 737961 "forward" 1 "ybfL"
"1766" "ybfOC" 734220 736219 "forward" 2 "ybfO,ybfC"
"1767" "ybfP" 715412 715906 "forward" 1 "ybfP"
"1768" "ybfQ" 736445 736699 "forward" 1 "ybfQ"
"1769" "ybgA-phr" 739001 740925 "forward" 2 "ybgA,phr"
"1770" "ybgC-tolQRA" 774752 777607 "forward" 4 "ybgC,tolQ,tolR,tolA"
"1771" "ybgD" 752229 752795 "reverse" 1 "ybgD"
"1772" "ybgIJKL-nei" 742827 746726 "forward" 5 "ybgI,ybgJ,ybgK,ybgL,nei"
"1773" "ybgQPO" 747921 752169 "reverse" 3 "ybgQ,ybgP,ybgO"
"1774" "ybgS" 784937 785317 "reverse" 1 "ybgS"
"1775" "ybhA" 797613 798431 "reverse" 1 "ybhA"
"1776" "ybhB" 807433 807909 "reverse" 1 "ybhB"
"1777" "ybhC" 805998 807281 "reverse" 1 "ybhC"
"1778" "ybhD" 799622 800575 "reverse" 1 "ybhD"
"1779" "ybhH" 800759 801811 "forward" 1 "ybhH"
"1780" "ybhI" 801887 803320 "forward" 1 "ybhI"
"1781" "ybhJ" 803503 805764 "forward" 1 "ybhJ"
"1782" "ybhK" 815739 816647 "reverse" 1 "ybhK"
"1783" "ybhL" 819884 820588 "forward" 1 "ybhL"
"1784" "ybhM" 820793 821506 "forward" 1 "ybhM"
"1785" "ybhP-clsB-ybhN" 821542 824497 "reverse" 3 "ybhP,clsB,ybhN"
"1786" "ybhQ" 824630 825040 "forward" 1 "ybhQ"
"1787" "ybiA" 832468 832950 "reverse" 1 "ybiA"
"1788" "ybiB" 835248 836210 "forward" 1 "ybiB"
"1789" "ybiC" 836351 837436 "forward" 1 "ybiC"
"1790" "ybiI" 838190 838456 "reverse" 1 "ybiI"
"1791" "ybiJ" 837665 837925 "reverse" 1 "ybiJ"
"1792" "ybiO" 843255 845480 "reverse" 1 "ybiO"
"1793" "ybiT" 855963 857555 "forward" 1 "ybiT"
"1794" "ybiU" 857796 859061 "reverse" 1 "ybiU"
"1795" "ybiV" 859213 860028 "reverse" 1 "ybiV"
"1796" "ybiX" 838530 839207 "reverse" 1 "ybiX"
"1797" "ybiYW" 860174 863511 "reverse" 2 "ybiY,ybiW"
"1798" "ybjC-nfsA-rimK-ybjN" 890913 893433 "forward" 4 "ybjC,nfsA,rimK,ybjN"
"1799" "ybjD" 916473 918131 "forward" 1 "ybjD"
"1800" "ybjG" 882792 883388 "reverse" 1 "ybjG"
"1801" "ybjH" 884946 885230 "reverse" 1 "ybjH"
"1802" "ybjJI" 885316 887339 "reverse" 2 "ybjJ,ybjI"
"1803" "ybjL" 888134 889819 "reverse" 1 "ybjL"
"1804" "ybjM" 890089 890466 "forward" 1 "ybjM"
"1805" "ybjO-rlmC" 897989 899645 "forward" 2 "ybjO,rlmC"
"1806" "ybjP" 903952 904467 "reverse" 1 "ybjP"
"1807" "ybjQ-amiD" 904593 905743 "forward" 2 "ybjQ,amiD"
"1808" "ybjS" 905740 906753 "reverse" 1 "ybjS"
"1809" "ybjX" 918128 919120 "reverse" 1 "ybjX"
"1810" "ycaC" 944931 945557 "reverse" 1 "ycaC"
"1811" "ycaD" 945871 947019 "forward" 1 "ycaD"
"1812" "ycaI-msbA-lpxK-ycaQ" 964320 970621 "forward" 4 "ycaI,msbA,lpxK,ycaQ"
"1813" "ycaK" 949668 950258 "forward" 1 "ycaK"
"1814" "ycaL" 960264 961028 "forward" 1 "ycaL"
"1815" "ycaM" 947229 948659 "forward" 1 "ycaM"
"1816" "ycaN" 948660 949568 "reverse" 1 "ycaN"
"1817" "ycaO" 954872 956632 "reverse" 1 "ycaO"
"1818" "ycaP" 956762 957454 "forward" 1 "ycaP"
"1819" "ycaR-kdsB" 970673 971598 "forward" 2 "ycaR,kdsB"
"1820" "ycbJ" 971752 972645 "forward" 1 "ycbJ"
"1821" "ycbK-gloC" 983075 984297 "forward" 2 "ycbK,gloC"
"1822" "ycbX" 1006491 1007600 "reverse" 1 "ycbX"
"1823" "ycbZ" 1016539 1018299 "reverse" 1 "ycbZ"
"1824" "yccA" 1030759 1031418 "reverse" 1 "yccA"
"1825" "yccE" 1064036 1065292 "forward" 1 "yccE"
"1826" "yccFS" 1021730 1024348 "reverse" 2 "yccF,yccS"
"1827" "yccM" 1052289 1053362 "reverse" 1 "yccM"
"1828" "yccT" 1027111 1027773 "reverse" 1 "yccT"
"1829" "yccU" 1027946 1028359 "forward" 1 "yccU"
"1830" "yccX" 1030064 1030342 "forward" 1 "yccX"
"1831" "ycdXY" 1098879 1100194 "forward" 2 "ycdX,ycdY"
"1832" "ycdZ" 1100296 1100787 "forward" 1 "ycdZ"
"1833" "yceA" 1116807 1117859 "forward" 1 "yceA"
"1834" "yceB" 1122713 1123273 "reverse" 1 "yceB"
"1835" "yceD-rpmF-plsX-fabHDG-acpP-fabF" 1146794 1153180 "forward" 8 "yceD,rpmF,plsX,fabH,fabD,fabG,acpP,fabF"
"1836" "yceF" 1146011 1146595 "reverse" 1 "yceF"
"1837" "yceH" 1126157 1126804 "forward" 1 "yceH"
"1838" "yceJI" 1117901 1119046 "reverse" 2 "yceJ,yceI"
"1839" "yceK" 1113579 1113806 "forward" 1 "yceK"
"1840" "yceM" 1126806 1127729 "forward" 1 "yceM"
"1841" "yceQ" 1144502 1144822 "forward" 1 "yceQ"
"1842" "ycfJ" 1167599 1168138 "forward" 1 "ycfJ"
"1843" "ycfT" 1174092 1175165 "reverse" 1 "ycfT"
"1844" "ycgB" 1235709 1237241 "reverse" 1 "ycgB"
"1845" "ycgH_1" 1220801 1221121 "forward" 1 "ycgH_1"
"1846" "ycgH_2" 1221206 1222222 "forward" 1 "ycgH_2"
"1847" "ycgJ" 1226600 1226968 "forward" 1 "ycgJ"
"1848" "ycgL" 1227681 1228007 "forward" 1 "ycgL"
"1849" "ycgM" 1228079 1228738 "forward" 1 "ycgM"
"1850" "ycgN" 1228815 1229276 "forward" 1 "ycgN"
"1851" "ycgR" 1243793 1244527 "reverse" 1 "ycgR"
"1852" "ycgV" 1253085 1255952 "reverse" 1 "ycgV"
"1853" "ycgX" 1212703 1213107 "reverse" 1 "ycgX"
"1854" "ycgY" 1245160 1245600 "forward" 1 "ycgY"
"1855" "ycgZ-ymgA-ariR-ymgC" 1215789 1216996 "forward" 4 "ycgZ,ymgA,ariR,ymgC"
"1856" "ychE" 1298598 1299245 "forward" 1 "ychE"
"1857" "ychE_2-yhcF" 3366681 3367642 "forward" 2 "ychE_2,yhcF"
"1858" "ychG_1G_2" 1294426 1295198 "reverse" 2 "ychG_1,ychG_2"
"1859" "ychH" 1258791 1259069 "forward" 1 "ychH"
"1860" "ychJ" 1288674 1289132 "reverse" 1 "ychJ"
"1861" "ychN" 1273246 1273599 "reverse" 1 "ychN"
"1862" "ychO" 1273784 1275178 "forward" 1 "ychO"
"1863" "ychQA-kdsA" 1266924 1269019 "forward" 3 "ychQ,ychA,kdsA"
"1864" "ychS" 1286709 1286984 "forward" 1 "ychS"
"1865" "yciA" 1311848 1312246 "reverse" 1 "yciA"
"1866" "yciCB" 1312351 1313663 "reverse" 2 "yciC,yciB"
"1867" "yciGFE" 1314718 1316035 "reverse" 3 "yciG,yciF,yciE"
"1868" "yciI" 1310569 1310865 "reverse" 1 "yciI"
"1869" "yciK-btuR" 1327767 1329112 "reverse" 2 "yciK,btuR"
"1870" "yciN" 1330417 1330668 "reverse" 1 "yciN"
"1871" "yciVOQ" 1323220 1326641 "forward" 3 "yciV,yciO,yciQ"
"1872" "yciW" 1348980 1350107 "reverse" 1 "yciW"
"1873" "yciY" 1308788 1308961 "forward" 1 "yciY"
"1874" "yciZT" 1343597 1344609 "reverse" 2 "yciZ,yciT"
"1875" "ycjD" 1351407 1351760 "reverse" 1 "ycjD"
"1876" "ycjG" 1388930 1389895 "forward" 1 "ycjG"
"1877" "ycjMNOPQRSTUV-ymjB" 1370216 1381902 "forward" 11 "ycjM,ycjN,ycjO,ycjP,ycjQ,ycjR,ycjS,ycjT,ycjU,ycjV,ymjB"
"1878" "ycjW" 1382963 1383961 "reverse" 1 "ycjW"
"1879" "ycjXF-tyrR" 1384117 1388261 "forward" 3 "ycjX,ycjF,tyrR"
"1880" "ycjY-ymjDC-mpaA" 1389870 1391853 "reverse" 4 "ycjY,ymjD,ymjC,mpaA"
"1881" "ydaGF" 1419156 1419456 "reverse" 2 "ydaG,ydaF"
"1882" "ydaN" 1408050 1409033 "forward" 1 "ydaN"
"1883" "ydaSTUVW-rzpR" 1420365 1423644 "forward" 6 "ydaS,ydaT,ydaU,ydaV,ydaW,rzpR"
"1884" "ydbA_1" 1465392 1467950 "forward" 1 "ydbA_1"
"1885" "ydbA_2" 1470690 1474013 "forward" 1 "ydbA_2"
"1886" "ydbC" 1474221 1475081 "forward" 1 "ydbC"
"1887" "ydbD" 1475144 1477450 "forward" 1 "ydbD"
"1888" "ydbH-ynbE-ydbL" 1443051 1446206 "forward" 3 "ydbH,ynbE,ydbL"
"1889" "ydbJ" 1441058 1441324 "forward" 1 "ydbJ"
"1890" "ydbK-ompN" 1435760 1440784 "reverse" 2 "ydbK,ompN"
"1891" "ydcA" 1491677 1491850 "forward" 1 "ydcA"
"1892" "ydcC" 1531816 1532952 "forward" 1 "ydcC"
"1893" "ydcF" 1487235 1488035 "forward" 1 "ydcF"
"1894" "ydcH" 1498651 1498875 "forward" 1 "ydcH"
"1895" "ydcI" 1494148 1495071 "reverse" 1 "ydcI"
"1896" "ydcJ" 1495288 1496631 "forward" 1 "ydcJ"
"1897" "ydcK" 1499469 1500449 "reverse" 1 "ydcK"
"1898" "ydcL" 1502457 1503125 "forward" 1 "ydcL"
"1899" "ydcM" 1503717 1504865 "forward" 1 "ydcM"
"1900" "ydcO" 1504905 1506080 "reverse" 1 "ydcO"
"1901" "ydcP" 1506781 1508742 "forward" 1 "ydcP"
"1902" "ydcR" 1510003 1511409 "forward" 1 "ydcR"
"1903" "ydcSTUV-patD" 1511654 1517002 "forward" 5 "ydcS,ydcT,ydcU,ydcV,patD"
"1904" "ydcY" 1517648 1517881 "forward" 1 "ydcY"
"1905" "yddAB" 1575247 1579342 "reverse" 2 "yddA,yddB"
"1906" "yddE" 1534965 1535858 "reverse" 1 "yddE"
"1907" "yddG" 1546288 1547169 "reverse" 1 "yddG"
"1908" "yddH" 1533282 1533851 "reverse" 1 "yddH"
"1909" "yddLKJ" 1544384 1546028 "reverse" 3 "yddL,yddK,yddJ"
"1910" "yddM" 1552398 1552682 "reverse" 1 "yddM"
"1911" "yddW" 1567504 1568823 "reverse" 1 "yddW"
"1912" "ydeA" 1617028 1618218 "forward" 1 "ydeA"
"1913" "ydeE" 1621332 1622519 "forward" 1 "ydeE"
"1914" "ydeI" 1624105 1624497 "reverse" 1 "ydeI"
"1915" "ydeJ" 1624773 1625291 "forward" 1 "ydeJ"
"1916" "ydeK" 1594109 1598086 "reverse" 1 "ydeK"
"1917" "ydeNM" 1579633 1582524 "reverse" 2 "ydeN,ydeM"
"1918" "ydeP" 1584207 1586486 "reverse" 1 "ydeP"
"1919" "ydeQ" 1586820 1587734 "reverse" 1 "ydeQ"
"1920" "ydeTSR" 1587793 1590001 "reverse" 3 "ydeT,ydeS,ydeR"
"1921" "ydeU" 1592665 1594065 "reverse" 1 "ydeU"
"1922" "ydfABC" 1648508 1649041 "forward" 3 "ydfA,ydfB,ydfC"
"1923" "ydfG" 1627517 1628263 "forward" 1 "ydfG"
"1924" "ydfH" 1628352 1629038 "forward" 1 "ydfH"
"1925" "ydfI" 1629453 1630913 "reverse" 1 "ydfI"
"1926" "ydfJ" 1631002 1632285 "reverse" 1 "ydfJ"
"1927" "ydfK" 1633072 1633305 "forward" 1 "ydfK"
"1928" "ydfUT" 1642489 1644304 "reverse" 2 "ydfU,ydfT"
"1929" "ydfV" 1645897 1646202 "forward" 1 "ydfV"
"1930" "ydfZ" 1629215 1629418 "forward" 1 "ydfZ"
"1931" "ydgA" 1689852 1691360 "forward" 1 "ydgA"
